date,day_of_week,day_of_month,month,quarter,is_weekend,is_month_end,is_quarter_end,daily_sales,orders_count,opening_cash,direct_cash_sales,receivables_collected,total_inflow,vendor_outflow,opex_outflow,payroll_outflow,rent_outflow,total_outflow,net_cash_flow,closing_cash,pending_ar,pending_ap
2023-10-24,1,24,10,4,0,0,0,114020.63,9,4220645.03,34206.19,34518.99,68725.17,51516.68,8942.72,0.0,0.0,60459.41,8265.77,4228910.8,693609.51,791850.98
2023-10-25,2,25,10,4,0,0,0,71911.18,5,4228910.8,21573.35,30381.17,51954.53,101731.71,5659.0,0.0,0.0,107390.71,-55436.18,4173474.62,713566.16,720768.58
2023-10-26,3,26,10,4,0,0,0,110120.5,8,4173474.62,33036.15,43705.25,76741.4,47676.59,8535.12,0.0,0.0,56211.71,20529.69,4194004.31,746945.26,712232.99
2023-10-27,4,27,10,4,0,0,0,112164.83,12,4194004.31,33649.45,50528.17,84177.62,50875.32,10188.43,0.0,0.0,61063.75,23113.87,4217118.18,774932.48,689241.81
2023-10-28,5,28,10,4,1,0,0,55498.89,4,4217118.18,16649.67,52143.28,68792.94,41950.01,3435.31,0.0,0.0,45385.32,23407.63,4240525.81,761638.42,658116.03
2023-10-29,6,29,10,4,1,0,0,23553.59,2,4240525.81,7066.08,41653.63,48719.7,26213.14,2116.5,0.0,0.0,28329.64,20390.06,4260915.87,736472.31,646183.73
2023-10-30,0,30,10,4,0,0,0,90436.78,10,4260915.87,27131.03,51599.75,78730.78,29166.79,4093.51,0.0,0.0,33260.31,45470.48,4306386.35,748178.31,706853.4
2023-10-31,1,31,10,4,0,1,0,137985.77,10,4306386.35,41395.73,55613.16,97008.89,47072.96,10752.33,0.0,0.0,57825.29,39183.6,4345569.94,789155.19,704436.53
2023-11-01,2,1,11,4,0,0,0,141385.94,11,4345569.94,42415.78,71177.41,113593.19,37833.99,10577.99,223709.44,0.0,272121.42,-158528.23,4187041.72,816947.94,743511.68
2023-11-02,3,2,11,4,0,0,0,113467.2,13,4187041.72,34040.16,67546.73,101586.89,55924.52,11436.49,40863.47,0.0,108224.49,-6637.6,4180404.12,828828.25,750057.75
2023-11-03,4,3,11,4,0,0,0,57746.18,4,4180404.12,17323.85,96019.78,113343.63,32037.93,7552.67,0.0,0.0,39590.6,73753.03,4254157.15,773230.8,799242.57
2023-11-04,5,4,11,4,1,0,0,46230.06,4,4254157.15,13869.02,79514.48,93383.49,40778.23,1892.65,0.0,0.0,42670.88,50712.62,4304869.76,726077.36,769367.81
2023-11-05,6,5,11,4,1,0,0,44583.2,6,4304869.76,13374.96,90792.99,104167.95,47191.16,1480.21,0.0,66923.36,115594.74,-11426.79,4293442.97,666492.61,733539.56
2023-11-06,0,6,11,4,0,0,0,69959.63,5,4293442.97,20987.89,49408.87,70396.76,28081.52,6613.45,0.0,0.0,34694.97,35701.79,4329144.77,666055.48,798644.98
2023-11-07,1,7,11,4,0,0,0,65428.79,6,4329144.77,19628.64,44279.84,63908.47,47757.24,4692.22,0.0,0.0,52449.46,11459.02,4340603.78,667575.79,826286.39
2023-11-08,2,8,11,4,0,0,0,127027.88,10,4340603.78,38108.36,47030.6,85138.97,51473.17,3317.8,0.0,0.0,54790.97,30348.0,4370951.78,709464.7,800172.76
2023-11-09,3,9,11,4,0,0,0,65263.56,7,4370951.78,19579.07,59145.5,78724.57,36635.86,4339.99,0.0,0.0,40975.86,37748.71,4408700.5,696003.69,813832.83
2023-11-10,4,10,11,4,0,0,0,136894.14,10,4408700.5,41068.24,63230.26,104298.51,74576.47,9498.64,0.0,0.0,84075.11,20223.4,4428923.9,728599.33,789577.64
2023-11-11,5,11,11,4,1,0,0,40989.16,3,4428923.9,12296.75,42151.64,54448.39,83132.7,1009.65,0.0,0.0,84142.35,-29693.97,4399229.93,715140.1,715571.16
2023-11-12,6,12,11,4,1,0,0,32080.99,2,4399229.93,9624.3,52935.77,62560.06,69517.03,2442.92,0.0,0.0,71959.95,-9399.89,4389830.04,684661.03,651984.03
2023-11-13,0,13,11,4,0,0,0,50640.69,4,4389830.04,15192.21,45510.45,60702.66,37515.61,8431.39,0.0,0.0,45946.99,14755.67,4404585.71,674599.06,678070.49
2023-11-14,1,14,11,4,0,0,0,129280.08,17,4404585.71,38784.02,38861.35,77645.37,37936.62,3693.52,0.0,0.0,41630.14,36015.23,4440600.93,726233.77,721856.02
2023-11-15,2,15,11,4,0,0,0,79262.82,7,4440600.93,23778.85,89298.28,113077.13,48959.29,7655.42,0.0,0.0,56614.71,56462.42,4497063.35,692419.46,746549.8
2023-11-16,3,16,11,4,0,0,0,59416.83,5,4497063.35,17825.05,62394.14,80219.19,26881.79,4985.51,0.0,0.0,31867.3,48351.89,4545415.24,671617.11,774506.83
2023-11-17,4,17,11,4,0,0,0,121914.21,10,4545415.24,36574.26,96810.45,133384.71,48108.02,6791.23,0.0,0.0,54899.26,78485.45,4623900.69,660146.6,815550.35
2023-11-18,5,18,11,4,1,0,0,48211.94,4,4623900.69,14463.58,49664.5,64128.08,52441.18,2151.5,0.0,0.0,54592.68,9535.4,4633436.1,644230.46,772208.22
2023-11-19,6,19,11,4,1,0,0,40791.35,5,4633436.1,12237.41,51001.42,63238.82,33872.78,1078.59,0.0,0.0,34951.37,28287.45,4661723.55,621782.98,746957.79
2023-11-20,0,20,11,4,0,0,0,132117.81,14,4661723.55,39635.34,58195.87,97831.22,33877.01,11466.11,0.0,0.0,45343.13,52488.09,4714211.64,656069.58,773698.69
2023-11-21,1,21,11,4,0,0,0,89401.04,8,4714211.64,26820.31,53833.53,80653.84,32073.89,10223.79,0.0,0.0,42297.68,38356.16,4752567.79,664816.78,824507.74
2023-11-22,2,22,11,4,0,0,0,95065.44,9,4752567.79,28519.63,33159.39,61679.03,50548.43,7468.15,0.0,0.0,58016.58,3662.45,4756230.24,698203.2,804500.66
2023-11-23,3,23,11,4,0,0,0,121260.25,9,4756230.24,36378.07,55301.89,91679.97,45726.72,4218.19,0.0,0.0,49944.91,41735.06,4797965.3,727783.48,794698.88
2023-11-24,4,24,11,4,0,0,0,113551.49,12,4797965.3,34065.45,63180.61,97246.06,47906.5,5539.68,0.0,0.0,53446.18,43799.88,4841765.18,744088.9,776533.25
2023-11-25,5,25,11,4,1,0,0,28011.7,2,4841765.18,8403.51,58232.04,66635.56,57689.13,3278.19,0.0,0.0,60967.33,5668.23,4847433.41,705465.05,726339.58
2023-11-26,6,26,11,4,1,0,0,47876.65,3,4847433.41,14362.99,31491.32,45854.31,41537.4,1187.96,0.0,0.0,42725.36,3128.95,4850562.36,707487.39,694677.89
2023-11-27,0,27,11,4,0,0,0,58544.82,8,4850562.36,17563.45,45878.76,63442.21,32829.91,11098.5,0.0,0.0,43928.41,19513.8,4870076.16,702590.0,715110.8
2023-11-28,1,28,11,4,0,0,0,114277.65,11,4870076.16,34283.3,61460.87,95744.17,52535.91,3470.32,0.0,0.0,56006.23,39737.94,4909814.1,721123.49,726086.46
2023-11-29,2,29,11,4,0,0,0,71391.77,8,4909814.1,21417.53,53385.28,74802.81,32955.83,8887.57,0.0,0.0,41843.4,32959.41,4942773.51,717712.44,785594.8
2023-11-30,3,30,11,4,0,1,0,103816.34,13,4942773.51,31144.9,46282.75,77427.65,47679.97,6145.56,0.0,0.0,53825.53,23602.12,4966375.63,744101.13,829740.2
2023-12-01,4,1,12,4,0,0,0,59819.98,7,4966375.63,17945.99,61636.39,79582.38,55829.11,8051.01,211403.45,0.0,275283.57,-195701.19,4770674.44,724338.72,816165.04
2023-12-02,5,2,12,4,1,0,0,51005.24,4,4770674.44,15301.57,83802.36,99103.93,47924.39,2630.61,41634.51,0.0,92189.51,6914.42,4777588.86,676240.03,773917.34
2023-12-03,6,3,12,4,1,0,0,36926.11,3,4777588.86,11077.83,52382.51,63460.34,50455.18,3007.07,0.0,0.0,53462.25,9998.09,4787586.96,649705.8,737919.14
2023-12-04,0,4,12,4,0,0,0,87500.09,6,4787586.96,26250.03,75121.23,101371.26,26006.31,7612.52,0.0,0.0,33618.83,67752.43,4855339.39,635834.63,774411.27
2023-12-05,1,5,12,4,0,0,0,92544.24,9,4855339.39,27763.27,47169.1,74932.37,32478.34,5327.59,0.0,62470.6,100276.52,-25344.15,4829995.24,653446.5,820989.56
2023-12-06,2,6,12,4,0,0,0,124154.85,9,4829995.24,37246.45,44995.39,82241.84,56002.25,10916.24,0.0,0.0,66918.48,15323.36,4845318.6,695359.5,804072.9
2023-12-07,3,7,12,4,0,0,0,69122.1,9,4845318.6,20736.63,43174.08,63910.71,54597.08,3244.51,0.0,0.0,57841.59,6069.12,4851387.72,700570.89,842193.86
2023-12-08,4,8,12,4,0,0,0,93042.71,8,4851387.72,27912.81,58475.66,86388.47,45132.36,3949.26,0.0,0.0,49081.62,37306.85,4888694.56,707225.13,859097.25
2023-12-09,5,9,12,4,1,0,0,49578.87,4,4888694.56,14873.66,40967.02,55840.68,59790.89,1611.3,0.0,0.0,61402.19,-5561.51,4883133.05,700963.32,812062.48
2023-12-10,6,10,12,4,1,0,0,29517.67,3,4883133.05,8855.3,51750.79,60606.09,82028.71,3393.74,0.0,0.0,85422.45,-24816.36,4858316.7,669874.9,740809.7
2023-12-11,0,11,12,4,0,0,0,140978.32,15,4858316.7,42293.5,47128.97,89422.47,80854.93,10139.35,0.0,0.0,90994.28,-1571.82,4856744.88,721430.75,695814.17
2023-12-12,1,12,12,4,0,0,0,134825.3,16,4856744.88,40447.59,62201.91,102649.5,92343.47,4266.4,0.0,0.0,96609.87,6039.63,4862784.5,753606.55,647507.88
2023-12-13,2,13,12,4,0,0,0,63323.89,5,4862784.5,18997.17,60451.1,79448.26,25890.05,6962.91,0.0,0.0,32852.96,46595.3,4909379.81,737482.17,691600.44
2023-12-14,3,14,12,4,0,0,0,52618.06,5,4909379.81,15785.42,58303.32,74088.73,38753.16,11704.14,0.0,0.0,50457.3,23631.43,4933011.24,716011.5,733095.02
2023-12-15,4,15,12,4,0,0,0,148311.72,14,4933011.24,44493.52,87514.26,132007.78,29373.89,10937.35,0.0,0.0,40311.24,91696.54,5024707.77,732315.44,772354.78
2023-12-16,5,16,12,4,1,0,0,24833.75,1,5024707.77,7450.13,48585.66,56035.78,40005.72,3158.06,0.0,0.0,43163.78,12872.0,5037579.78,701113.41,742946.62
2023-12-17,6,17,12,4,1,0,0,21727.75,2,5037579.78,6518.32,79379.87,85898.19,48233.78,3457.19,0.0,0.0,51690.97,34207.22,5071787.0,636942.96,701586.96
2023-12-18,0,18,12,4,0,0,0,119213.3,12,5071787.0,35763.99,60598.25,96362.24,47713.62,7133.39,0.0,0.0,54847.01,41515.23,5113302.23,659794.02,711266.13
2023-12-19,1,19,12,4,0,0,0,96260.07,7,5113302.23,28878.02,85085.38,113963.4,28056.92,9408.13,0.0,0.0,37465.04,76498.36,5189800.59,642090.69,731254.76
2023-12-20,2,20,12,4,0,0,0,54442.73,4,5189800.59,16332.82,53975.24,70308.06,33641.6,7053.16,0.0,0.0,40694.76,29613.3,5219413.89,626225.36,732373.74
2023-12-21,3,21,12,4,0,0,0,112934.43,8,5219413.89,33880.33,45728.31,79608.63,49754.99,7241.58,0.0,0.0,56996.57,22612.06,5242025.96,659551.16,731844.53
2023-12-22,4,22,12,4,0,0,0,111127.6,14,5242025.96,33338.28,33217.62,66555.9,34546.61,9176.94,0.0,0.0,43723.55,22832.35,5264858.31,704122.86,768785.13
2023-12-23,5,23,12,4,1,0,0,25308.05,2,5264858.31,7592.42,53581.7,61174.12,49265.37,1837.83,0.0,0.0,51103.2,10070.92,5274929.23,668256.79,726791.55
2023-12-24,6,24,12,4,1,0,0,44780.65,4,5274929.23,13434.19,42330.33,55764.52,50932.37,1099.57,0.0,0.0,52031.94,3732.58,5278661.81,657272.92,683912.29
2023-12-25,0,25,12,4,0,0,0,113148.55,9,5278661.81,33944.56,57100.67,91045.23,83920.47,10096.03,0.0,0.0,94016.5,-2971.27,5275690.54,679376.23,684887.12
2023-12-26,1,26,12,4,0,0,0,71405.48,7,5275690.54,21421.64,55641.28,77062.92,71329.9,3998.91,0.0,0.0,75328.81,1734.11,5277424.66,673718.79,684670.07
2023-12-27,2,27,12,4,0,0,0,92663.07,11,5277424.66,27798.92,55085.39,82884.31,33787.77,11791.2,0.0,0.0,45578.97,37305.34,5314730.0,683497.54,713464.36
2023-12-28,3,28,12,4,0,0,0,88645.77,6,5314730.0,26593.73,31075.24,57668.97,52666.7,5520.34,0.0,0.0,58187.04,-518.06,5314211.94,714474.34,736666.07
2023-12-29,4,29,12,4,0,0,0,74798.19,5,5314211.94,22439.46,58609.67,81049.13,50596.73,3162.06,0.0,0.0,53758.78,27290.34,5341502.28,708223.4,762904.23
2023-12-30,5,30,12,4,1,0,0,46000.16,5,5341502.28,13800.05,38642.74,52442.78,32026.59,3618.26,0.0,0.0,35644.86,16797.93,5358300.21,701780.78,744171.58
2023-12-31,6,31,12,4,1,1,1,45138.22,4,5358300.21,13541.47,45196.55,58738.01,29762.25,1037.21,0.0,0.0,30799.46,27938.55,5386238.76,688180.99,720374.68
2024-01-01,0,1,1,1,0,0,0,51516.42,3,5386238.76,15454.92,74086.3,89541.22,31550.93,9688.74,182888.57,0.0,224128.24,-134587.02,5251651.74,650156.18,719719.61
2024-01-02,1,2,1,1,0,0,0,91326.06,10,5251651.74,27397.82,76221.01,103618.83,50218.5,4667.97,41579.38,0.0,96465.86,7152.97,5258804.71,637863.41,714234.22
2024-01-03,2,3,1,1,0,0,0,87158.28,8,5258804.71,26147.48,46278.68,72426.16,52955.21,10701.26,0.0,0.0,63656.47,8769.69,5267574.4,652595.53,705525.23
2024-01-04,3,4,1,1,0,0,0,34348.06,2,5267574.4,10304.42,79307.46,89611.88,25966.24,3844.72,0.0,0.0,29810.95,59800.92,5327375.33,597331.71,724561.23
2024-01-05,4,5,1,1,0,0,0,78099.72,8,5327375.33,23429.92,76332.66,99762.57,41379.59,7657.02,0.0,66456.41,115493.02,-15730.45,5311644.88,575668.86,741273.91
2024-01-06,5,6,1,1,1,0,0,23832.2,2,5311644.88,7149.66,42030.4,49180.06,49426.36,2330.14,0.0,0.0,51756.5,-2576.44,5309068.44,550320.99,702866.78
2024-01-07,6,7,1,1,1,0,0,28848.34,3,5309068.44,8654.5,36323.47,44977.98,28236.38,2537.09,0.0,0.0,30773.47,14204.51,5323272.95,534191.36,686656.74
2024-01-08,0,8,1,1,0,0,0,57530.94,4,5323272.95,17259.28,34184.39,51443.67,49937.67,8405.86,0.0,0.0,58343.53,-6899.86,5316373.09,540278.63,684210.55
2024-01-09,1,9,1,1,0,0,0,66327.72,6,5316373.09,19898.32,38349.68,58248.0,28304.82,6256.68,0.0,0.0,34561.5,23686.49,5340059.58,548358.36,676221.81
2024-01-10,2,10,1,1,0,0,0,33048.12,3,5340059.58,9914.44,26060.59,35975.02,87529.14,5982.12,0.0,0.0,93511.26,-57536.24,5282523.34,545431.45,618633.74
2024-01-11,3,11,1,1,0,0,0,43918.06,6,5282523.34,13175.42,37123.59,50299.01,44701.51,7649.15,0.0,0.0,52350.67,-2051.66,5280471.68,539050.51,604054.17
2024-01-12,4,12,1,1,0,0,0,30303.73,2,5280471.68,9091.12,27319.97,36411.09,38473.45,6049.75,0.0,0.0,44523.2,-8112.11,5272359.58,532943.14,584297.44
2024-01-13,5,13,1,1,1,0,0,27337.24,3,5272359.58,8201.17,33404.5,41605.67,39839.56,2191.05,0.0,0.0,42030.6,-424.93,5271934.64,518674.71,552392.77
2024-01-14,6,14,1,1,1,0,0,28485.2,2,5271934.64,8545.56,23997.17,32542.73,28208.53,3622.67,0.0,0.0,31831.2,711.54,5272646.18,514617.18,532636.47
2024-01-15,0,15,1,1,0,0,0,80488.2,8,5272646.18,24146.46,72820.26,96966.72,22781.16,6551.18,0.0,0.0,29332.34,67634.37,5340280.56,498138.66,533002.43
2024-01-16,1,16,1,1,0,0,0,59446.27,4,5340280.56,17833.88,65896.64,83730.52,31687.18,5784.35,0.0,0.0,37471.53,46258.99,5386539.55,473854.4,551696.28
2024-01-17,2,17,1,1,0,0,0,98753.12,11,5386539.55,29625.94,63288.14,92914.07,31541.71,3460.22,0.0,0.0,35001.93,57912.15,5444451.69,479693.45,537227.74
2024-01-18,3,18,1,1,0,0,0,34050.66,3,5444451.69,10215.2,51683.67,61898.87,20274.86,6454.55,0.0,0.0,26729.41,35169.46,5479621.16,451845.24,566050.96
2024-01-19,4,19,1,1,0,0,0,56414.08,7,5479621.16,16924.22,35251.13,52175.36,36186.6,3639.07,0.0,0.0,39825.67,12349.68,5491970.84,456083.97,566450.17
2024-01-20,5,20,1,1,1,0,0,21796.67,1,5491970.84,6539.0,58573.83,65112.84,33038.62,2085.76,0.0,0.0,35124.38,29988.46,5521959.3,412767.8,545097.28
2024-01-21,6,21,1,1,1,0,0,13008.35,1,5521959.3,3902.5,27609.03,31511.54,30479.69,3621.1,0.0,0.0,34100.78,-2589.25,5519370.05,394264.61,528750.46
2024-01-22,0,22,1,1,0,0,0,38460.35,5,5519370.05,11538.1,32051.53,43589.64,28188.57,4279.23,0.0,0.0,32467.8,11121.84,5530491.89,389135.32,520668.14
2024-01-23,1,23,1,1,0,0,0,60241.98,7,5530491.89,18072.59,22342.29,40414.88,29749.91,3393.65,0.0,0.0,33143.56,7271.32,5537763.2,408962.42,530638.76
2024-01-24,2,24,1,1,0,0,0,70111.91,5,5537763.2,21033.57,24609.02,45642.59,58734.13,10610.44,0.0,0.0,69344.57,-23701.98,5514061.23,433431.74,522993.49
2024-01-25,3,25,1,1,0,0,0,60812.52,6,5514061.23,18243.76,31853.32,50097.07,42048.11,10100.87,0.0,0.0,52148.97,-2051.9,5512009.33,444147.19,510819.45
2024-01-26,4,26,1,1,0,0,0,87432.98,9,5512009.33,26229.89,36838.47,63068.36,68147.97,6878.87,0.0,0.0,75026.84,-11958.48,5500050.85,468511.81,499762.52
2024-01-27,5,27,1,1,1,0,0,27596.07,2,5500050.85,8278.82,26755.91,35034.73,29738.97,3065.22,0.0,0.0,32804.19,2230.54,5502281.39,461073.14,481034.29
2024-01-28,6,28,1,1,1,0,0,17004.94,2,5502281.39,5101.48,27064.28,32165.76,31979.28,2037.63,0.0,0.0,34016.92,-1851.16,5500430.23,445912.32,455480.95
2024-01-29,0,29,1,1,0,0,0,31588.6,3,5500430.23,9476.58,30811.4,40287.98,21910.51,3645.41,0.0,0.0,25555.91,14732.07,5515162.3,437212.94,480345.62
2024-01-30,1,30,1,1,0,0,0,52235.46,3,5515162.3,15670.64,31783.3,47453.94,23436.15,4961.03,0.0,0.0,28397.19,19056.75,5534219.05,441994.47,502229.65
2024-01-31,2,31,1,1,0,1,0,62551.62,5,5534219.05,18765.49,32805.24,51570.72,25986.95,3247.83,0.0,0.0,29234.78,22335.94,5556554.99,452975.37,499813.55
2024-02-01,3,1,2,1,0,0,0,99400.26,13,5556554.99,29820.08,46292.79,76112.87,16201.29,6491.88,189601.5,0.0,212294.67,-136181.8,5420373.19,476262.75,502435.33
2024-02-02,4,2,2,1,0,0,0,84386.43,9,5420373.19,25315.93,49970.94,75286.87,35176.97,4045.25,59118.38,0.0,98340.6,-23053.73,5397319.46,485362.32,497780.55
2024-02-03,5,3,2,1,1,0,0,35404.29,2,5397319.46,10621.29,52334.96,62956.25,35446.53,1865.22,0.0,0.0,37311.75,25644.5,5422963.97,457810.36,475601.09
2024-02-04,6,4,2,1,1,0,0,22681.79,2,5422963.97,6804.54,42003.19,48807.73,25001.91,1462.44,0.0,0.0,26464.34,22343.38,5445307.35,431684.43,459003.06
2024-02-05,0,5,2,1,0,0,0,68888.17,8,5445307.35,20666.45,54115.04,74781.49,24521.96,5721.0,0.0,63890.02,94132.98,-19351.49,5425955.86,425791.11,490454.23
2024-02-06,1,6,2,1,0,0,0,33915.04,3,5425955.86,10174.51,24138.91,34313.42,35707.54,8019.38,0.0,0.0,43726.92,-9413.5,5416542.36,425392.72,484380.77
2024-02-07,2,7,2,1,0,0,0,71688.78,7,5416542.36,21506.64,21670.93,43177.57,28743.47,7400.08,0.0,0.0,36143.55,7034.02,5423576.38,453903.94,493396.34
2024-02-08,3,8,2,1,0,0,0,101555.55,12,5423576.38,30466.66,39486.07,69952.73,28474.3,8585.94,0.0,0.0,37060.25,32892.48,5456468.86,485506.75,511066.27
2024-02-09,4,9,2,1,0,0,0,58298.7,4,5456468.86,17489.61,21883.36,39372.97,28461.96,5049.75,0.0,0.0,33511.7,5861.27,5462330.13,504432.48,521836.09
2024-02-10,5,10,2,1,1,0,0,35941.09,2,5462330.13,10782.33,36481.28,47263.61,62071.12,1391.96,0.0,0.0,63463.08,-16199.47,5446130.66,493109.96,470098.83
2024-02-11,6,11,2,1,1,0,0,15932.93,1,5446130.66,4779.88,36190.16,40970.04,55981.14,3832.13,0.0,0.0,59813.27,-18843.22,5427287.44,468072.85,421875.37
2024-02-12,0,12,2,1,0,0,0,63178.31,6,5427287.44,18953.49,40594.21,59547.7,53612.01,8298.58,0.0,0.0,61910.6,-2362.9,5424924.54,471703.46,407862.65
2024-02-13,1,13,2,1,0,0,0,50397.86,4,5424924.54,15119.36,24400.5,39519.85,20934.02,7601.48,0.0,0.0,28535.5,10984.36,5435908.9,482581.47,439542.7
2024-02-14,2,14,2,1,0,0,0,71458.41,5,5435908.9,21437.52,39744.43,61181.95,23262.45,10447.67,0.0,0.0,33710.12,27471.83,5463380.73,492857.93,479129.81
2024-02-15,3,15,2,1,0,0,0,71187.47,7,5463380.73,21356.24,67937.64,89293.88,17374.39,10685.66,0.0,0.0,28060.05,61233.83,5524614.56,474751.52,488127.6
2024-02-16,4,16,2,1,0,0,0,90943.5,8,5524614.56,27283.05,65232.79,92515.84,33195.11,7034.87,0.0,0.0,40229.98,52285.87,5576900.42,473179.17,474852.39
2024-02-17,5,17,2,1,1,0,0,28728.11,2,5576900.42,8618.43,60816.84,69435.27,23557.53,3063.17,0.0,0.0,26620.7,42814.57,5619714.99,432472.01,456486.02
2024-02-18,6,18,2,1,1,0,0,30409.58,3,5619714.99,9122.87,32944.63,42067.5,20599.05,3413.31,0.0,0.0,24012.36,18055.14,5637770.14,420814.09,443880.93
2024-02-19,0,19,2,1,0,0,0,44973.43,3,5637770.14,13492.03,56662.07,70154.1,32250.46,9091.39,0.0,0.0,41341.85,28812.25,5666582.39,395633.42,429044.83
2024-02-20,1,20,2,1,0,0,0,51036.25,6,5666582.39,15310.88,28002.16,43313.04,30449.81,9664.29,0.0,0.0,40114.09,3198.95,5669781.34,403356.63,450090.42
2024-02-21,2,21,2,1,0,0,0,84185.17,7,5669781.34,25255.55,32709.95,57965.5,30193.58,10613.29,0.0,0.0,40806.87,17158.62,5686939.96,429576.3,467683.61
2024-02-22,3,22,2,1,0,0,0,36151.69,4,5686939.96,10845.51,27067.83,37913.34,22609.77,6663.96,0.0,0.0,29273.72,8639.62,5695579.57,427814.65,465703.95
2024-02-23,4,23,2,1,0,0,0,54952.28,4,5695579.57,16485.69,20721.5,37207.19,35345.11,3650.85,0.0,0.0,38995.96,-1788.77,5693790.8,445559.74,485143.83
2024-02-24,5,24,2,1,1,0,0,26075.7,2,5693790.8,7822.71,24110.2,31932.92,44204.19,3383.55,0.0,0.0,47587.73,-15654.82,5678135.98,439702.53,446708.26
2024-02-25,6,25,2,1,1,0,0,14030.76,1,5678135.98,4209.23,19291.81,23501.04,34299.18,1697.15,0.0,0.0,35996.34,-12495.3,5665640.68,430232.26,421437.81
2024-02-26,0,26,2,1,0,0,0,87801.63,8,5665640.68,26340.49,37943.55,64284.04,54537.55,5893.46,0.0,0.0,60431.02,3853.02,5669493.71,453749.85,402838.81
2024-02-27,1,27,2,1,0,0,0,46080.6,3,5669493.71,13824.18,31891.27,45715.44,25207.79,6220.33,0.0,0.0,31428.12,14287.33,5683781.03,454115.0,440398.39
2024-02-28,2,28,2,1,0,0,0,38631.02,3,5683781.03,11589.31,36349.64,47938.95,23071.53,8272.78,0.0,0.0,31344.32,16594.63,5700375.66,444807.07,457846.03
2024-02-29,3,29,2,1,0,1,0,34935.8,2,5700375.66,10480.74,31583.54,42064.28,28468.39,10402.81,0.0,0.0,38871.21,3193.08,5703568.74,437678.59,457687.94
2024-03-01,4,1,3,1,0,0,0,86060.71,9,5703568.74,25818.21,48443.18,74261.39,29710.02,5442.68,209801.73,0.0,244954.43,-170693.04,5532875.7,449477.91,457229.0
2024-03-02,5,2,3,1,1,0,0,19965.59,1,5532875.7,5989.68,48334.38,54324.06,27741.26,1952.76,40002.69,0.0,69696.72,-15372.65,5517503.04,415119.44,435031.06
2024-03-03,6,3,3,1,1,0,0,17225.84,2,5517503.04,5167.75,34889.66,40057.41,14534.17,3518.02,0.0,0.0,18052.18,22005.23,5539508.27,392287.87,432566.66
2024-03-04,0,4,3,1,0,0,0,58779.03,6,5539508.27,17633.71,48292.2,65925.91,16077.98,6242.11,0.0,0.0,22320.08,43605.82,5583114.09,385140.99,455753.28
2024-03-05,1,5,3,1,0,0,0,111962.04,11,5583114.09,33588.61,38960.36,72548.98,34302.92,6904.36,0.0,73649.15,114856.42,-42307.45,5540806.64,424554.05,488011.21
2024-03-06,2,6,3,1,0,0,0,122794.0,10,5540806.64,36838.2,22243.72,59081.92,27298.56,6488.84,0.0,0.0,33787.4,25294.52,5566101.16,488266.13,521388.01
2024-03-07,3,7,3,1,0,0,0,99569.25,7,5566101.16,29870.77,22415.97,52286.74,32305.79,8997.47,0.0,0.0,41303.25,10983.48,5577084.65,535548.64,519723.77
2024-03-08,4,8,3,1,0,0,0,104672.62,8,5577084.65,31401.79,47506.74,78908.52,24369.12,3948.28,0.0,0.0,28317.4,50591.12,5627675.77,561312.74,556926.36
2024-03-09,5,9,3,1,1,0,0,36040.7,3,5627675.77,10812.21,24592.17,35404.38,38609.65,2501.2,0.0,0.0,41110.85,-5706.47,5621969.3,561949.05,526917.22
2024-03-10,6,10,3,1,1,0,0,30167.54,2,5621969.3,9050.26,28194.35,37244.61,43183.93,1157.07,0.0,0.0,44340.99,-7096.38,5614872.92,554871.98,492420.36
2024-03-11,0,11,3,1,0,0,0,73923.02,7,5614872.92,22176.91,44214.69,66391.6,38962.7,8916.18,0.0,0.0,47878.88,18512.72,5633385.64,562403.4,523565.26
2024-03-12,1,12,3,1,0,0,0,115303.99,14,5633385.64,34591.2,31274.5,65865.7,57062.31,5657.71,0.0,0.0,62720.02,3145.67,5636531.31,611841.69,526646.66
2024-03-13,2,13,3,1,0,0,0,94908.85,7,5636531.31,28472.65,47170.09,75642.74,31571.99,6556.18,0.0,0.0,38128.17,37514.58,5674045.89,631107.8,534302.16
2024-03-14,3,14,3,1,0,0,0,54529.96,7,5674045.89,16358.99,50603.23,66962.22,25570.47,3522.83,0.0,0.0,29093.3,37868.92,5711914.81,618675.54,546329.58
2024-03-15,4,15,3,1,0,0,0,82790.67,8,5711914.81,24837.2,54892.16,79729.36,18829.15,6411.85,0.0,0.0,25241.0,54488.36,5766403.17,621736.85,596749.41
2024-03-16,5,16,3,1,1,0,0,16358.82,1,5766403.17,4907.65,45563.94,50471.59,30121.36,2212.87,0.0,0.0,32334.23,18137.36,5784540.53,587624.09,575764.48
2024-03-17,6,17,3,1,1,0,0,34496.65,2,5784540.53,10348.99,39541.94,49890.94,40123.67,2557.1,0.0,0.0,42680.77,7210.17,5791750.7,572229.8,545281.76
2024-03-18,0,18,3,1,0,0,0,64583.85,8,5791750.7,19375.15,70101.16,89476.31,31066.3,11784.12,0.0,0.0,42850.43,46625.88,5838376.58,547337.34,579851.67
2024-03-19,1,19,3,1,0,0,0,38262.58,5,5838376.58,11478.77,65042.26,76521.03,22537.15,5390.25,0.0,0.0,27927.39,48593.64,5886970.22,509078.88,624927.76
